foodid,annotated_food_name,dietary_supplement_cat,dietary_supplement_subcat,breakfast_cereal_cat,breakfast_cereal_subcat,side_dish_cat,side_dish_subcat,condiment_cat,condiment_subcat,beverage_cat,beverage_subcat,snack_cat,snack_subcat,dessert_cat,dessert_subcat,fast_food_brand_cat,fast_food_brand_subcat,snack_brand_cat,snack_brand_subcat,herb_spice_cat,herb_spice_subcat,staple_cat,staple_subcat,meat_cat,meat_subcat,egg_dairy_cat,egg_dairy_subcat,vegetable_cat,vegetable_subcat,mushroom_cat,mushroom_subcat,fruit_cat,fruit_subcat,nut_seed_cat,nut_seed_subcat,bean_legume_cat,bean_legume_subcat,preparation_cat,preparation_subcat,volume_q,volume_unit,mass_q,mass_unit,length_q,length_unit,serving_q,serving_unit,calories,fat,carbs,sodium,potassium,fiber,sugar,protein,calcium,iron
4397,"{""preparation__dry"": 1, ""egg_dairy"": 1, ""preparation__dry__smoked"": 1, ""meat"": 1, ""meat__fish"": 1, ""egg_dairy__dairy_product__cream"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""preparation"": 1, ""meat__fish__salmon"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,fish,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,31.00,gram,-,-,-,-,140,10,4,400,-,-,4,4,-,-
4398,"{""egg_dairy__egg"": 1, ""meat"": 1, ""egg_dairy__dairy_product"": 1, ""egg_dairy__egg__egg"": 1, ""egg_dairy"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""fast_food_brand"": 1, ""meat__sausage"": 1, ""meat__sausage__sausage"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__mcdonalds"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,meat,sausage,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,159.00,gram,-,-,-,-,390,26,32,910,-,-,2,20,-,-
4399,"{""staple__wheat"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""staple__wheat__hamburger"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,sandwich,240,8,32,480,-,-,6,12,-,-
4400,"{""egg_dairy"": 1, ""meat"": 1, ""side_dish__soup"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""side_dish"": 1, ""meat__poultry"": 1, ""side_dish__soup__soup"": 1, ""egg_dairy__dairy_product"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,473.18,milliliter,-,-,-,-,1.00,container,180,8,24,1320,-,-,4,8,-,-
4401,"{""egg_dairy"": 1, ""meat__pork__ham"": 1, ""meat"": 1, ""egg_dairy__egg__egg"": 1, ""egg_dairy__egg"": 1, ""meat__pork"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,pork,egg_dairy,egg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,54,3,1,174,-,-,1,7,-,-
4402,"{""snack_brand__snack_brand__oreo"": 1, ""dessert"": 1, ""snack_brand"": 1, ""snack_brand__snack_brand"": 1, ""dessert__cake"": 1, ""dessert__cake__ice_cream_cake"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cake,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,piece,260,14,36,170,-,-,23,3,-,-
4403,"{""meat__pork__pork"": 1, ""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__noodle"": 1, ""meat__pork"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,pork,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,bowl,350,4,56,920,-,-,8,22,-,-
4404,"{""preparation__dry"": 1, ""staple__wheat"": 1, ""meat"": 1, ""staple__wheat__sourdough"": 1, ""preparation"": 1, ""vegetable__fruits__avocado"": 1, ""preparation__dry__roasted"": 1, ""meat__poultry__turkey"": 1, ""vegetable"": 1, ""vegetable__fruits"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,vegetable,fruits,-,-,-,-,-,-,-,-,preparation,dry,-,-,-,-,-,-,0.50,sandwich,250,9,25,-,-,-,2,19,-,10
4405,"{""staple__wheat"": 1, ""meat__poultry__chicken"": 1, ""meat"": 1, ""side_dish__salad__salad"": 1, ""staple__wheat__bread"": 1, ""side_dish"": 1, ""side_dish__salad"": 1, ""herb_spice__spices__sesame"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,side_dish,salad,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,spices,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,6,7,-,-,-,2,8,-,5
4406,"{""vegetable__podded_vegetables__lentil"": 1, ""snack_brand__snack_brand__tasty_bite"": 1, ""snack_brand"": 1, ""snack_brand__snack_brand"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,-,-,-,-,142.12,gram,-,-,1.00,pack,300,12,36,-,-,-,4,14,-,28
4407,"{""staple__wheat"": 1, ""side_dish__soup"": 1, ""condiment"": 1, ""vegetable__vegetables__vegetable"": 1, ""staple__wheat__bread"": 1, ""staple"": 1, ""side_dish"": 1, ""vegetable__vegetables"": 1, ""vegetable"": 1, ""condiment__condiment"": 1, ""side_dish__soup__soup"": 1, ""condiment__condiment__pesto"": 1}",-,-,-,-,side_dish,soup,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,vegetable,vegetables,-,-,-,-,-,-,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,90,4,16,-,-,-,4,3,-,6
4408,"{""staple__wheat"": 1, ""meat"": 1, ""side_dish__salad__salad"": 1, ""preparation__mechanical__chopped"": 1, ""preparation__mechanical"": 1, ""staple__wheat__bread"": 1, ""preparation"": 1, ""side_dish"": 1, ""side_dish__salad"": 1, ""meat__poultry__chicken"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,side_dish,salad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,-,-,-,-,-,-,-,-,170,7,12,-,-,-,6,16,-,20
4409,"{""dessert"": 1, ""dessert__pastries__puff_pastry"": 1, ""dessert__pastries"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,pastries,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.00,piece,440,30,34,-,-,-,2,10,-,12
4410,"{""preparation__dry"": 1, ""preparation__dry__baked"": 1, ""staple__wheat"": 1, ""condiment__condiment"": 1, ""preparation__wet__boiled"": 1, ""staple__wheat__spaghetti"": 1, ""preparation"": 1, ""vegetable__fruits__squash"": 1, ""preparation__wet"": 1, ""condiment__condiment__salt"": 1, ""vegetable"": 1, ""condiment"": 1, ""staple"": 1, ""vegetable__fruits"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,vegetable,fruits,-,-,-,-,-,-,-,-,preparation,wet,473.18,milliliter,-,-,-,-,-,-,84,1,20,-,-,-,8,2,-,6
4411,"{""breakfast_cereal__breakfast_cereal__oatmeal"": 1, ""breakfast_cereal"": 1, ""dessert"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""fruit__mediterranean"": 1, ""dessert__cookies__cooky"": 1, ""fruit__mediterranean__raisin"": 1, ""fruit"": 1, ""dessert__cookies"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,-,-,-,-,-,-,dessert,cookies,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,mediterranean,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,91,4,14,-,-,-,9,1,-,3
4412,"{""staple__root_tuber"": 1, ""side_dish__soup"": 1, ""staple"": 1, ""side_dish"": 1, ""staple__root_tuber__sweet_potato"": 1, ""side_dish__soup__soup"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,115,3,20,-,-,-,4,3,-,5
4413,"{""snack__snack"": 1, ""snack"": 1, ""snack__snack__cookie"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__ben_jerry"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,container,280,16,28,-,-,-,24,4,-,2
4414,"{""snack__snack"": 1, ""snack"": 1, ""snack__snack__cookie"": 1, ""nut_seed"": 1, ""nut_seed__nut"": 1, ""nut_seed__nut__cashew"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,nut,-,-,-,-,-,-,-,-,-,-,0.50,bar,115,7,12,-,-,-,9,3,-,5
4415,"{""fruit__temperate"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""fruit__berry__strawberry"": 1, ""fruit__temperate__apple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,temperate,-,-,-,-,-,-,-,-,30.00,gram,-,-,1.00,bar,90,0,19,-,-,-,15,0,-,2
4416,"{""fruit__temperate"": 1, ""staple__wheat"": 1, ""fruit__temperate__apple"": 1, ""staple__wheat__bread"": 1, ""fruit"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,fruit,temperate,-,-,-,-,-,-,-,-,155.92,gram,-,-,-,-,80,0,21,-,-,-,15,0,-,2
4417,"{""condiment"": 1, ""condiment__condiment__brown_sauce"": 1, ""condiment__condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,100,8,40,-,-,-,0,6,-,0
4418,"{""preparation__dry"": 1, ""meat"": 1, ""preparation__mechanical"": 1, ""preparation__dry__rotisserie"": 1, ""preparation__mechanical__sliced"": 1, ""preparation"": 1, ""meat__poultry"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,-,-,-,-,-,-,4.00,slice,50,1,2,430,-,-,1,10,-,-
4419,"{""herb_spice__spices__spice"": 1, ""condiment__condiment"": 1, ""dessert__custards"": 1, ""condiment__condiment__creamer"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""dessert"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""condiment"": 1, ""dessert__custards__pumpkin_pie"": 1, ""beverage__coffee__coffee"": 1}",-,-,-,-,-,-,condiment,condiment,beverage,coffee,-,-,dessert,custards,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,70,3,10,0,-,-,10,0,-,-
4420,"{""vegetable__flowers_flower_buds__broccoli"": 1, ""condiment__condiment"": 1, ""vegetable__flowers_flower_buds"": 1, ""preparation"": 1, ""preparation__wet"": 1, ""condiment__condiment__salt"": 1, ""preparation__wet__steamed"": 1, ""vegetable"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,flowers_flower_buds,-,-,-,-,-,-,-,-,preparation,wet,118.29,milliliter,-,-,-,-,-,-,15,0,3,18,-,-,6,1,-,-
4421,"{""condiment"": 1, ""condiment__condiment"": 1, ""condiment__condiment__ranch_dressing"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__mcdonalds"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,pouch,50,3,6,170,-,-,2,1,-,-
4422,"{""preparation__dry"": 1, ""nut_seed__pseudocereal"": 1, ""herb_spice__herbs"": 1, ""nut_seed"": 1, ""nut_seed__pseudocereal__quinoa"": 1, ""preparation"": 1, ""preparation__dry__roasted"": 1, ""herb_spice"": 1, ""herb_spice__herbs__garlic"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,herbs,-,-,-,-,-,-,-,-,-,-,-,-,nut_seed,pseudocereal,-,-,preparation,dry,-,-,-,-,-,-,1.00,patty,130,8,12,350,-,-,1,7,-,-
4423,"{""snack_brand__snack_brand__kit_kat"": 1, ""snack_brand__snack_brand__kitkat"": 1, ""snack_brand"": 1, ""snack_brand__snack_brand"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,stick,105,6,14,15,-,-,11,2,-,-
4424,"{""staple__wheat"": 1, ""meat"": 1, ""condiment__condiment"": 1, ""staple__wheat__pizza"": 1, ""condiment__condiment__ranch"": 1, ""meat__poultry__chicken"": 1, ""condiment"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,piece,230,13,4,840,-,-,1,33,-,-
4425,"{""snack__snack"": 1, ""snack"": 1, ""snack__snack__cookie"": 1, ""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food__papa_john"": 1, ""dessert__confectionery"": 1, ""fast_food_brand__fast_food"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,dessert,confectionery,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,slice,195,9,26,105,-,-,17,2,-,-
4426,"{""vegetable__flowers_flower_buds__cauliflower"": 1, ""vegetable__flowers_flower_buds__broccoli"": 1, ""vegetable__flowers_flower_buds"": 1, ""preparation"": 1, ""preparation__wet"": 1, ""preparation__wet__steamed"": 1, ""vegetable"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,flowers_flower_buds,-,-,-,-,-,-,-,-,preparation,wet,236.59,milliliter,-,-,-,-,-,-,33,0,5,27,-,-,1,3,-,-
4427,"{""condiment"": 1, ""condiment__condiment"": 1, ""condiment__condiment__sauce"": 1, ""condiment__condiment__tahini"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.00,piece,280,12,38,740,-,-,4,16,-,-
4428,"{""vegetable"": 1, ""vegetable__podded_vegetables__drumstick"": 1, ""vegetable__podded_vegetables"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.00,drumstick,320,7,19,0,-,-,0,41,-,-
4429,"{""preparation__dry"": 1, ""condiment__condiment__olive_oil"": 1, ""condiment__condiment"": 1, ""vegetable__vegetables__vegetable"": 1, ""vegetable__bulb_stem_vegetables"": 1, ""preparation"": 1, ""preparation__dry__baked"": 1, ""vegetable__vegetables"": 1, ""vegetable"": 1, ""condiment"": 1, ""vegetable__bulb_stem_vegetables__asparagus"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,bulb_stem_vegetables,-,-,-,-,-,-,-,-,preparation,dry,-,-,-,-,-,-,10.00,medium,82,5,7,131,-,-,0,7,-,-
4430,"{""meat"": 1, ""side_dish__salad__salad"": 1, ""side_dish"": 1, ""side_dish__salad"": 1, ""meat__meat"": 1, ""meat__meat__meat"": 1}",-,-,-,-,side_dish,salad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,meat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,medium,200,0,0,0,-,-,0,0,-,-
4431,"{""fast_food_brand__fast_food__wendys"": 1, ""egg_dairy"": 1, ""side_dish__potatoes__baked_potato"": 1, ""side_dish"": 1, ""fast_food_brand"": 1, ""egg_dairy__dairy_product__butter"": 1, ""side_dish__potatoes"": 1, ""fast_food_brand__fast_food"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,side_dish,potatoes,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,283.00,gram,-,-,-,-,135,0,31,13,-,-,2,4,-,-
4432,"{""meat"": 1, ""vegetable__leafy_salad__spinach"": 1, ""vegetable__leafy_salad"": 1, ""meat__sausage"": 1, ""vegetable"": 1, ""meat__sausage__sausage"": 1, ""meat__poultry"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,vegetable,leafy_salad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,sausage,320,18,4,1300,-,2,-,36,-,-
4433,"{""herb_spice"": 1, ""herb_spice__spices__vanilla"": 1, ""condiment__condiment"": 1, ""dessert__confectionery__caramel"": 1, ""condiment__condiment__creamer"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""dessert"": 1, ""dessert__confectionery"": 1, ""herb_spice__spices"": 1, ""condiment"": 1, ""beverage__coffee__coffee"": 1}",-,-,-,-,-,-,condiment,condiment,beverage,coffee,-,-,dessert,confectionery,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.57,milliliter,-,-,-,-,-,-,70,3,10,60,-,0,-,0,-,-
4434,"{""fruit__tropical__pineapple"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""fruit__berry__strawberry"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,142.00,gram,-,-,-,-,63,0,16,0,-,2,-,0,-,-
4435,"{""beverage__energy_drink__powerade"": 1, ""beverage__energy_drink"": 1, ""fast_food_brand__fast_food__zero"": 1, ""vegetable__leafy_salad"": 1, ""beverage"": 1, ""fast_food_brand"": 1, ""vegetable"": 1, ""vegetable__leafy_salad__grape"": 1, ""fast_food_brand__fast_food"": 1}",-,-,-,-,-,-,-,-,beverage,energy_drink,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,vegetable,leafy_salad,-,-,-,-,-,-,-,-,-,-,887.20,milliliter,907.18,gram,-,-,1.00,container,0,0,1,375,-,0,-,0,-,-
4436,"{""preparation__dry"": 1, ""nut_seed__nut"": 1, ""meat"": 1, ""preparation__dry__smoked"": 1, ""nut_seed"": 1, ""meat__pork__bacon"": 1, ""preparation__fat__fried"": 1, ""preparation"": 1, ""meat__pork"": 1, ""nut_seed__nut__hickory"": 1, ""preparation__fat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,pork,-,-,-,-,-,-,-,-,nut_seed,nut,-,-,preparation,fat,-,-,15.00,gram,-,-,-,-,480,42,0,1920,-,0,-,30,-,-
4437,"{""fruit__temperate"": 1, ""beverage__soft_drink__coke"": 1, ""fruit__temperate__cherry"": 1, ""fast_food_brand__fast_food__zero"": 1, ""fruit"": 1, ""beverage"": 1, ""fast_food_brand"": 1, ""beverage__soft_drink"": 1, ""beverage__soft_drink__coca_cola"": 1, ""fast_food_brand__fast_food"": 1}",-,-,-,-,-,-,-,-,beverage,soft_drink,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,temperate,-,-,-,-,-,-,591.47,milliliter,-,-,-,-,-,-,0,0,0,70,-,0,-,0,-,-
4438,"{""staple__wheat"": 1, ""staple__root_tuber"": 1, ""staple"": 1, ""staple__wheat__wedge"": 1, ""fast_food_brand"": 1, ""staple__root_tuber__potato"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__buffalo_wild_wing"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,14,40,1073,-,5,-,5,-,-
4439,"{""snack_brand"": 1, ""snack_brand__snack_brand"": 1, ""fruit"": 1, ""fruit__tropical__lime"": 1, ""snack_brand__snack_brand__tostitos"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,12.00,chip,300,14,36,250,-,2,-,4,-,-
4440,"{""preparation__dry"": 1, ""preparation__dry__smoked"": 1, ""meat"": 1, ""preparation__mechanical"": 1, ""preparation"": 1, ""meat__poultry__turkey"": 1, ""preparation__mechanical__sliced"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,-,-,28.35,gram,-,-,-,-,25,1,1,315,-,0,-,5,-,-
4441,"{""fruit__temperate"": 1, ""dessert__pastries"": 1, ""dessert"": 1, ""fruit"": 1, ""fruit__temperate__cherry"": 1, ""dessert__pastries__pop_tart"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,pastries,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,temperate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,400,10,76,320,-,2,-,4,-,-
4442,"{""staple__wheat"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""staple__root_tuber"": 1, ""staple__root_tuber__potato"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,roll,140,2,26,260,-,0,-,0,-,-
4443,"{""fast_food_brand__fast_food__popeyes"": 1, ""side_dish__fries"": 1, ""side_dish"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""side_dish__fries__fry"": 1}",-,-,-,-,side_dish,fries,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,260,14,30,570,-,2,-,3,-,-
4444,"{""egg_dairy"": 1, ""herb_spice__herbs"": 1, ""staple"": 1, ""staple__rice"": 1, ""egg_dairy__dairy_product__butter"": 1, ""herb_spice"": 1, ""herb_spice__herbs__garlic"": 1, ""staple__rice__rice"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,herbs,staple,rice,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,709.76,milliliter,-,-,-,-,0.30,container,198,1,42,693,-,1,-,5,-,-
4445,"{""side_dish__fries"": 1, ""side_dish"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__checker"": 1, ""side_dish__fries__fry"": 1}",-,-,-,-,side_dish,fries,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,170.00,gram,-,-,-,-,590,38,57,1410,-,6,-,7,-,-
4446,"{""dessert__confectionery"": 1, ""dessert"": 1, ""dessert__confectionery__nougat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.00,piece,160,3,35,55,-,0,-,0,-,-
4447,"{""staple__wheat"": 1, ""condiment__condiment"": 1, ""condiment__condiment__honey"": 1, ""staple__wheat__biscuit"": 1, ""condiment"": 1, ""staple"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.00,biscuit,230,9,33,170,-,4,-,5,-,-
4448,"{""staple__wheat"": 1, ""herb_spice__peppers"": 1, ""staple__wheat__wedge"": 1, ""herb_spice"": 1, ""staple"": 1, ""herb_spice__peppers__pepper"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,herb_spice,peppers,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,wedge,35,2,1,180,-,0,-,2,-,-
4449,"{""snack"": 1, ""snack__snack"": 1, ""snack__snack__tortilla_chip"": 1, ""condiment__condiment"": 1, ""snack_brand"": 1, ""snack_brand__snack_brand"": 1, ""condiment__condiment__ranch"": 1, ""condiment"": 1, ""snack_brand__snack_brand__doritos"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,snack,snack,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.70,gram,-,-,12.00,chip,300,16,36,360,-,4,-,4,-,-
4450,"{""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand__fast_food__a_w"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,340.19,gram,-,-,-,-,10,0,3,80,-,0,-,0,-,-
4451,"{""side_dish"": 1, ""side_dish__antipasto__antipasto"": 1, ""side_dish__salad"": 1, ""side_dish__antipasto"": 1, ""side_dish__salad__salad"": 1}",-,-,-,-,side_dish,salad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,187.11,gram,-,-,-,-,175,12,7,-,-,1,1,7,-,-
