userid,username,age,gender,location,city,state,title,about_me,reasons,inspirations,friends_count
8174,Shell_1384,31.0,Female,"Medicine Hat, AB",Medicine Hat,AB,Classic Couch Potato Needing to Change!,"For the past 4 years I have consecutively gained 10-15 lbs/year while attending University. Now that I am done school I have the time and energy to dedicate to my health.   Starting Weight on March 9, 2014:195-200 lbs. (Fluctuations)",-So I can stop needing to buy larger clothes every season and fit back into everything I already own. -To be able to walk up a hill/stairs without losing my breath. -To avoid the diabetes that runs in my family (or stand a better chance of avoiding it). -To increase my heart health (had open-heart surgery as a baby). -To gain more self-confidence in my day-to-day activities.,"Amanda L. & Kelci K- Friends who have each lost over 40 lbs!; My mom - who proved that no matter your age, diet and excericise works!; My brothers - Lost 100 lbs each and are keeping it off!; Other MFP users who are going through a similar journey!",122
1516,Ceria,40.0,Female,"Decatur, GA",Decatur,GA,Success is getting up one more time than you fall down...,"Thought it was high time I change my profile since I am no longer the defeated person that I was when I wrote the first one. I am finally off and running on a great start after literally 100 or more false starts. I feel great and am getting stronger and better everyday. I thank all of you for being here to cheer me on, laugh with me, cry with me, and trudge through the ups and downs of this hellish yet rewarding weightloss journey.  Starting Weight: 405- July 2014 Goal 1 380 by 9/30-goal met 378 on 8/21 Goal 2 355 by 11/30-goal met 348 on 10/13 Goal 3 330 by 1/1/15-goal met 330.1 on 12/14/14 Goal 4 305 100 lb REWARD by 3/31/15- Goal 5 280 by 5/31/15- Goal 6 250 by My Birthday 8/11/15-  (Set new goals at this point)","Now that I have space between my head and shoulders I now want to continue to shrink because it feels good to feel good about me. I am on the right track now and though I have a LONG way to go still, I am inspired by the image that now looks back at me from the mirror. I love her and falling more in love with her with every new goal and challenge that I no longer shy away from.",My Granny's approving smile (she's no longer fearing my mortality}; My Boys (the ones I birthed and the one that chose me to be his); I want wear my breast cancer Chicago Bears jersey; My before pictures are scarey! (I never seen myself from those angles),122
7547,Ready2Rock206,43.0,Female,"Four Corners, WA",Four Corners,WA,Ready to Rock!  Time for a NEW Outlook!,"I love to travel, to be on the go, and to have fun!  I'd love to do all that while looking and feeling good!  Time to get rid of this extra weight I'm hauling around and get fit so I can enjoy life more!    I go to Starbucks and I eat out A LOT.  If you have an issue with that and want to be preachy and judgmental we probably shouldn't be friends.  But if you can get past that I'm on here daily, have an open diary and accept most friend requests that come with a message and some without.",I want to look and feel healthier.  I'd love to be able to shop at any store at the mall and be able to find something that looks great on me!,To be a good example for my son.; To have more energy.,122
9678,whoafitspo,21.0,Female,"Manhattan, NY",Manhattan,NY,,"I love weight lifting and food (and a lot of other things, but those are the most relevant). I've come from 170 to 140 and I've been stalled for too long. I'm determined to get to 130lbs or lower-- or wherever I feel comfortable with myself (I'm 5'3"").  UPDATE as of 12/20/14: I'm now below 130! UPDATE as of 3/28/15: 122lbs  I'll be as attentive as a friend as I can! I'm a college student (and I'm going abroad fall 14) so there might be snags but I'm determined to keep up with mfp, if at all possible.  follow my fitness instagram @annalifting and tumblr annalifting.tumblr.com",More confidence! To feel comfortable in my own skin. To be strong(er than I already am).,To get dat ass (hip thrusts and squats and lunges baby); To be strong like an ox while wearing oxblood lipstick,121
7060,Otterluv,42.0,Female,"The Wet Side, OR",The Wet Side,OR,#foreveraminionneveraslayer,"For exercise: I trail run, self righteously commute on my bike to class.  I also hike and go on as many adventures as I can fit into my schedule.  In addition to the cardio stuff, I lift 3 times a week, focusing on powerlifting.    Started in June-ish 2012:    300 size 28 or more December 2014 -199  size 14-16   My 1st 5K was November 22, 2013, time 48minutes.  I know that's really slow, but whatevs, I did it.  Other stuff:  September 2013 - Warrior Dash - Done, tons of fun was had!!! November 2013 - Turkey Trot: 40 minutes. In 2014 I'd like to run a Tough Mudder, without getting hauled off on a stretcher or in a bodybag  - done!  April, 2014 Vegas Tough Mudder  My after summer glow success story:   http://www.myfitnesspal.com/topics/show/1097581-the-summer-of-awesome-adventures-an-otter-s-tale  Here is the key to winning at weightloss:  http://www.myfitnesspal.com/topics/show/1175494-a-guide-to-get-you-started-on-your-path-to-sexypants  An incredible read on adaptive thermogenesis: http://www.myfitnesspal.com/topics/show/1077746-starvation-mode-adaptive-thermogenesis-and-weight-loss  Interested in running?  http://www.myfitnesspal.com/topics/show/1217573-so-you-want-to-start-running",To go on adventures,,121
9785,xoxsahara,24.0,Female,"Montreal, QC",Montreal,QC,,,"I want to be the best possible version of myself, inside and out.","Living a healthier, more active lifestyle; Feeling more confident with my body; Looking fit and toned in cute clothes",121
8098,Shalaurise,34.0,Female,"Oakland, CA",Oakland,CA,This doesn't seem physically possible! - Red vs Blue,"Public Service Announcement:  If you send a friend request with no message or clues as to how you found me or why you want to add me, your odds are super low unless we have a ton of mutuals.  KEY POINTS - I got kids, I like MMORPGs, I like some geek stuff, I love food, I exhibit some mild symptoms similar to trichotillomania and it's commonly associated crazies and I like food a lot.   TLDR  I am a full time working mother of two with one special needs child, one brat (mini-me) a spouse and two ex's that I get to deal with.  I always thought I was going to be one of those soccer mom people who always seemed to have their s**t together.  I am not.   I am an MMORPG person (Ultima Online, Shadowbane, City of Heros, World of Warcraft, DC Universe Online --- beta tested the Marvel one. The UI was terrible  and I never went back --- FFXIV and some more WoW.  Wasteland 2 has been the best game I have come across in years.  Love love loved it!  I love Doctor Who, just about anything involving Joss Whedon, Once, CSI anything, Law and Order anything and soo many more.  I tend to buy the shows I like on DVD and hope that some day, maybe 15 years from now, I might have time to actually watch them ('cause kids).  I am an emotional eater.  We celebrate with food, mourn with food, and calm stress with food.  When my hands aren't busy, food usually helps occupy them.. if not then I am biting my nails or puling out my eyelashes.  Doing just one thing is not enough to keep me engaged.... maybe one exception to that rule, but I have a different social media site for that.  :P    If I am not consumed with what I am doing, I am usually distracted by whatever the current stress causing item is or thinking about food.  What are we doing for dinner?  What am I going to order for lunch?  Is it bad that we only like about 10 veggies?  What else can I throw in the mix when I get a chance to cook?  Why does food that is good for you taste so bad that I would rather not eat at all?  I wonder if the kids are even going to eat tonight?  Will I have the energy after work to cook a whole meal or will I be feeding them fish sticks?  And welcome to the ramblings, concerns and paranoia that consumes my head.  Food helps quiet the storm of thoughts.  Gives me something I enjoy to focus on.  It's not hard work.  It's not stressful.  It's not judging me.  It's just delicious and comfortable.  A few months into this journey and pounds were lost.  I saw/see no difference.  I feel/felt no difference, other than the anger at my pants.  I missed my life more and more each day.  Something broke and I have been slacking BIG time.  10 lbs have come back, but I don't spend all day obsessing about when I can eat and how I can't have this or that.  I try to do well and hopefully I can get fully back on the obsessive bandwagon again soon.","I want to be able to breath again.  Being heavier has caused some shortness of breath when laughing too hard and made everyone ask me if I was okay after a Zumba class I did with some co-workers.  (They were half assing it, I was not.)  Since my move to the San Francisco Bay Area, refinery air has had me officially diagnosed with asthma at the age of 30.  I didn't realize it was something you caught, who knew.... /rolls eyes.",Breathing; Societal expectations of beauty and their effect on your perceived value.; ... yeah.... that is about it,120
2821,fatjon73,42.0,Male,"Halifax, EN",Halifax,EN,Need to change soon or I never will.....,"I am a 18 stone 41 yr old mechanical engineer, I like my food and beer so I have grown quite a large personal storage vessel over the years that I know is not doing me any good, I have wanted to change for a while and have been eating better for a good few years, cooking most meals, cutting out the ready meals and processed foods etc, but I need to shift the weight now, try get in half decent shape for the second half of life.",To feel healthy and to get in shape for the second half of life.,Me....Myself and I....for once its all about me....,120
7097,PaliDNAnge,32.0,Female,"San Francisco, CA",San Francisco,CA,,,,,119
5845,maura1110,27.0,Female,"Jersey City, NJ",Jersey City,NJ,,"Hi everyone, I'm Maura! 26 years old, living in Jersey City, NJ & working in NYC as an insurance broker.   I successfully lost about 25 lbs using MFP a few years back. Then I stopped logging my food & exercising and ended up gaining it all back and then some. What this has taught me is that I'll probably need to continue logging forever but that's ok! Once I lose this weight my plan is to keep it off and not have to go through this again!  I don't do any type of diet (been there, done that - they don't last). I refuse to cut out anything as I find that not to be something I can sustain long-term. I eat all foods/drinks within my daily calorie goal. I will admit I go over sometimes but life happens. I have committed myself to logging EVERYTHING - even the really ugly days - because otherwise I am only lying to myself.   I have finally come to the realization that weight loss is not linear. I weigh in every day because I find that helps keeps me on track and makes it easier to see the progression based on a weekly average. The number might be up 1-2 lbs over the previous day but I log it anyway. More often than not, it's gone in the next day or 2. As long as I continue to see a downward trend, I'm happy. It's taken me a long time to learn and accept this! But it makes weight loss a lot less stressful in my opinion.  My exercise of choice is running. I started out in 2011 using the Couch 2 5K app and I was so out of shape I could barely make it through the 60 second running intervals!! I hated it. However I pushed through, completed the program, moved on to the 10K program, and then decided to sign up and train for a half marathon. I ran my first one in April 2012 and have since run a total of 8! I have 2 more planned this Fall (September/October 2015) and probably many more in the future. Maybe one day I'll find it in me to register for a full? We'll see...  As of July 2015, I am down 10 lbs and back to my original starting weight when I first joined MFP 4 years ago. Now to lose the rest of that weight again and keep it off!  Original SW (Jan 2011) - 172 lbs Lowest Weight (Nov 2011) - 148 lbs  Restart SW - 10/2/2014 - 183.2 lbs 7/1/2015 - 173 lbs 8/1/2015 - 173 lbs 9/1/2015 - 169.8 lbs (back in the 160s!!) 10/1/2015 -  11/1/2015 -  12/1/2015 -",Overall Health To feel good about how I look at not self conscious about my weight To look good for my wonderful boyfriend To wear smaller clothes To be able to run faster/farther,All of my wonderful MFP friends who are killing it and losing weight every day!; The number on the scale; Knowing I am capable of losing this weight as I have done it before; The clothes hanging in my closet that used to fit me and currently don't,119
